"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
10eb6e96-d2ea-4bae-9209-6ea1f74b2597,96240528-9f99-4988-a346-85eb6a278d52,71595.0,2023-07-19,"#N/A","#N/A",Pipeline,false,"#N/A",Fliptune - SOW 1,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
1113b8d1-b853-4425-90dd-b77c044acf1e,110a900a-9366-4ab2-899d-228c4f25d068,29995.0,2023-02-19,5a216b2a-ee9a-485c-b09b-fc8b9078ff80,"#N/A",Closed,false,"#N/A",Mybuzz - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1116f520-fc79-4635-97dd-7a73aabb2cae,59979fdc-5c3e-487d-a46d-438ebf47f6a5,72395.0,2023-07-10,"#N/A","#N/A",Pipeline,false,"#N/A",Zoomlounge - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
117588ef-0f95-4b3e-9648-f212d2821f9d,fb4c3173-4140-461a-b2ba-1739b43db521,11550.0,2023-05-18,"#N/A","#N/A",Pipeline,false,"#N/A",Podcat - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
11a55b90-226f-492c-ad7f-132cda4cdb57,9dfaacbd-a777-45b2-bf51-d55593161342,72395.0,2023-07-10,"#N/A","#N/A",Pipeline,false,"#N/A",Dabfeed - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
11b0cae8-9bde-4d3a-a32a-2dfb25234cc1,09a884aa-ec85-45f5-b628-255900e356ef,34995.0,2023-07-26,"#N/A","#N/A",Pipeline,false,"#N/A",Oozz - Additional Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
11f1f676-a9ce-42d4-948b-ebba6d00988e,5cdbc482-196a-440f-85d1-80962d271cd0,72395.0,2021-07-02,"#N/A","#N/A",Closed,false,"#N/A",Livefish - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
124bcb58-bfc7-4587-9601-0f1eed69dd40,27402b7d-b6bf-45bc-8160-10d456b3286a,18350.0,2023-07-18,"#N/A","#N/A",Pipeline,false,"#N/A",Edgetag - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
130f5c2e-7d8b-4ed7-913d-110f828b8758,e8dea0e6-4f71-40d2-8876-bb14c53c0d94,32395.00000002,2023-07-02,"#N/A","#N/A",Closed,false,"#N/A",Skalith - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
133f05e2-f742-45c6-9347-203af257f7dc,357d0dba-ea35-41f5-a8f9-aa2a290573c9,73995.0,2023-07-10,"#N/A","#N/A",Pipeline,false,"#N/A",Dazzlesphere - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
1409a3dd-fec5-4d04-965f-f2d7709e0c83,a8e16966-b704-4984-8ee4-5c65226ce7eb,34350.0,2023-07-08,"#N/A","#N/A",Pipeline,false,"#N/A",Eazzy - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
142fc883-5216-4399-b4d8-73e254bc5d08,a852c56f-aecb-40ef-a0fd-497f3a3c079f,11250.0,2023-07-18,"#N/A","#N/A",Pipeline,false,"#N/A",Browsecat - Cross-sell-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
14dc46bd-622f-4081-b7dd-11805f68926b,fda0ad97-1f43-4679-aaff-413708fefc87,34995.0,2023-03-23,"#N/A","#N/A",Pipeline,false,"#N/A",Brightdog - Additional Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
14dcc976-1695-43ff-b68a-9a17cae370e1,d9ef334e-4c3e-4386-8dbe-1f30eec4c9a7,18350.0,2023-07-18,"#N/A","#N/A",Pipeline,false,"#N/A",Pixonyx - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1501aa04-d41e-48f2-84bd-41f42ec53da5,45fb959d-8e65-48d4-a26d-f33f4d344ad6,75000.0,2023-09-07,"#N/A","#N/A",Pipeline,false,"#N/A",Oyoba - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1520e6bc-2d49-48ce-8c40-accf25e34f69,77deb5de-25ae-4082-9b8a-f9a2b53d46a2,69095.0,2023-07-19,"#N/A","#N/A",Pipeline,false,"#N/A",Blognation - SOW 1,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
152517bc-d80f-4669-89d1-d02de7fcd51c,55a4aeea-68fc-4de0-b562-541605777872,32395.00000002,2023-06-19,"#N/A","#N/A",Closed,false,"#N/A",Wikizz - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
152566c5-d093-45f7-a6d4-da43f8b4c41f,0458b7ed-c206-4d4f-b71e-8308eb877d34,75000.0,2023-09-07,"#N/A","#N/A",Pipeline,false,"#N/A",Babblestorm - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
15344f34-f432-44fe-9875-9d55406b2d0d,003a7ff1-a461-43c7-ad13-a36221fbb4d0,34995.0,2023-03-31,"#N/A","#N/A",Pipeline,false,"#N/A",Pixoboo - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
15826965-37d0-4900-a609-b81638ad41ce,758c5569-b4ea-4670-b222-bb3b20b6bf95,32395.00000002,2023-07-02,"#N/A","#N/A",Closed,false,"#N/A",Topiclounge - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
15d22580-8f16-438f-ba7b-354a81f1f94c,4a7b296d-51ab-44b1-a51b-02e5c29e8ff9,11250.0,2023-07-18,"#N/A","#N/A",Pipeline,false,"#N/A",Wikibox - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
15edeff4-84f8-4d93-a2df-003e1a6136f4,344e9ffb-87ad-4814-aa53-bc6130e586c6,72395.0,2023-07-10,"#N/A","#N/A",Pipeline,false,"#N/A",Trunyx - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
16616a7a-42ef-487d-a83b-a9b1838ffb58,59979fdc-5c3e-487d-a46d-438ebf47f6a5,75000.0,2023-09-07,"#N/A","#N/A",Pipeline,false,"#N/A",Zoomlounge - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
17b95c7b-f49f-47c8-9117-0182cc826170,68fe3f17-5bbb-480e-a8b4-4960bf7893c5,32395.00000002,2023-07-02,"#N/A","#N/A",Closed,false,"#N/A",Jaxspan - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
17c6c02d-9c20-4247-8f0c-ad0ffce78025,f358eadf-2d8d-4fad-a94c-6c1fe3bffc25,11550.0,2023-07-18,"#N/A","#N/A",Pipeline,false,"#N/A",Meeveo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
17eacf10-1551-40b1-88cb-b88bf71a257d,45fb959d-8e65-48d4-a26d-f33f4d344ad6,11550.0,2023-07-18,"#N/A","#N/A",Pipeline,false,"#N/A",Oyoba - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
192a3d80-9cf6-4218-a67d-67542d7a9759,16634103-c8c2-48dc-8273-11a7a6074f37,100082.0,2023-09-07,"#N/A","#N/A",Pipeline,false,"#N/A",Vitz - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
198c0a80-2641-4e9e-ac87-1f3ed6edad09,d2dd65fd-21c0-465a-af72-38b47aacafaf,32395.00000002,2023-07-02,"#N/A","#N/A",Closed,false,"#N/A",Jetpulse - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
199cc013-4e8f-4d48-81e1-8aea9917e00c,536026b5-a56a-42d8-99f6-7db872829aac,100082.0,2023-09-07,"#N/A","#N/A",Pipeline,false,"#N/A",Topicblabh-Sto Associates - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
19ace9ec-dca0-4558-b19e-212ecffc5195,110a900a-9366-4ab2-899d-228c4f25d068,100082.0,2023-09-07,"#N/A","#N/A",Pipeline,false,"#N/A",Mybuzz - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1a2a7ead-230c-48a5-871f-7b9489fefae6,b6ac9465-34bc-4acf-88d2-ab432e91f8db,34350.0,2023-05-18,"#N/A","#N/A",Pipeline,false,"#N/A",JumpXS - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1a7af62b-f83b-4398-906f-8fcb51181c4f,fda0ad97-1f43-4679-aaff-413708fefc87,18350.0,2023-07-18,"#N/A","#N/A",Pipeline,false,"#N/A",Brightdog - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1b52f9c3-3e80-428b-ba2a-2ea05a2c569c,cc8e20c5-34de-4c47-a033-a935335787c0,72395.0,2022-12-19,"#N/A","#N/A",Omitted,false,"#N/A",Quimm - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1b676ee5-b475-46d2-91e6-3d7aa72bf4e9,60cce96b-d6a0-47ef-ac46-fa0a3e22a270,32395.00000002,2023-05-04,"#N/A","#N/A",Closed,false,"#N/A",Talane - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1bb1194b-c094-4ce0-9b2e-b9c4623f344a,58e48411-86e9-4dd1-badb-ebea88f75866,11550.0,2023-07-18,"#N/A","#N/A",Pipeline,false,"#N/A",Dynabox - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1bb7e714-7fd9-41cc-aee2-7b2de7f64f61,570670e7-89aa-45bd-835a-fb2e18f87a9a,32395.00000002,2023-05-04,"#N/A","#N/A",Closed,false,"#N/A",Tazzy - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1bd8949d-7a90-4225-b1be-6d7ead69fd04,29138ffc-23e2-4d05-8cb4-8a122027cb0f,29995.0,2023-02-19,"#N/A","#N/A",Closed,false,"#N/A",Gabtype - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
