"Guid","Description","OpportunityId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
01a9e77f-6e40-4a3a-a27c-03d6ed2e0d22,"#N/A",b30f069f-318c-43b3-bddb-4910c2c91498,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01abfb47-9c40-4ecf-bfab-fa7fa1418f3a,"#N/A",7a393f64-9ff5-4cb1-8b7a-cc15a64a7404,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
01cfdcf4-b2d6-438c-bd55-d76b079a4f0a,"#N/A",7f2e0be4-e648-4dc8-ba88-4c2ab509ec3c,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
01fa8b60-a0f8-46ec-b1bf-d6d8eb653c84,"#N/A",0700901a-0020-487e-bf04-c531acc6c420,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
020e1abd-d0fc-4283-b6aa-a970b265d383,"#N/A",b58e0531-f29a-4254-b187-197b3ca6a21a,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
021eff2c-a067-4fa4-9f67-ee68945ad78b,"#N/A",09f90ac3-ecf9-4a43-aa29-f91cac39c874,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02419684-030a-4a06-8839-9720739c131d,"#N/A",d7f7bb94-4f3e-4dc1-b1ab-36740e4c8dea,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
02480dfe-6fe2-4a36-b2bf-ad8b29c1f114,"#N/A",b849aa56-3dab-4bf3-95cc-977bbe2f0ef8,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
025c336b-efb1-4591-b47d-4cd806a16424,"#N/A",9c5d7089-e7f0-415c-a147-abe806b50985,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0260cf68-d54c-49c4-9e20-3a3f56255b5f,"#N/A",dcc544c3-bbf7-49ac-890c-1f08ce8332eb,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02890881-67ee-4238-a23c-cffa5f97ae9d,"#N/A",1b676ee5-b475-46d2-91e6-3d7aa72bf4e9,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
029b37b0-014a-4b35-93ec-40bed90a027d,"#N/A",d9e458c4-4b0c-4672-aca9-d9074b403067,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02a40d26-7759-4b64-b250-304c1a1f8b99,"#N/A",43b2f37a-03e1-4c97-b176-c5bed8f74224,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",15000.0,750.0,"#N/A"
02b5afa9-8a17-4426-a08a-111a3bce984f,"#N/A",cc8d2509-a3e7-496e-a688-b9310812172c,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
02c0d418-5def-48c0-83b1-3338f0baf84d,"#N/A",fd049c0e-e9f5-43ca-914a-e62fc7508b6c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
02f8b1f6-5a19-4f8c-ac24-223bc99ab858,"#N/A",ce9df738-01e3-426b-a379-5ce3a2dadd16,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
0326f11c-4c55-4574-bdbb-4829577e3d86,"#N/A",199cc013-4e8f-4d48-81e1-8aea9917e00c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
032963ba-8380-4c0c-b959-db8c70c8e354,"#N/A",96988c1b-d589-4286-8c3c-48eedd5d65db,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
034c7586-574d-436f-a2d4-c60b6648d5a0,"#N/A",914be770-fe9b-48cc-a741-b9105eb78cb9,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
03a8cfbb-7746-4876-a8da-3768837ef1bc,"#N/A",e053f462-ec18-432f-afdf-f0adef979bbf,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
03c38614-16ed-4442-800b-124f21106af3,"#N/A",e183e035-42b2-44a5-bb83-7b4e300a2845,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
03c9d095-7330-4a07-9f40-dc67760e5199,"#N/A",6183a0f7-fcf5-4dd7-908f-c89592604691,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03ea2e1c-c065-456d-9b4b-595c3297ead3,"#N/A",c5e05576-328f-4c4f-b993-39da87de7c6c,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
03f1d8eb-4db3-48a0-8d82-34ac58feb6b9,"#N/A",630d2a86-7377-40a8-aa14-f0aa6d39ad95,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
03f500bb-5667-4807-b6a7-64f15b513f97,"#N/A",d7a666fd-6705-4b94-b451-59394866b749,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
03f97a1f-bb60-48f6-a9f7-9d50c27d4c62,"#N/A",59375b82-74f8-465f-afd6-ecd3c5537432,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0405a16e-fc98-48dc-9d7e-b93e36d03ebc,"#N/A",05b767cf-f979-42b6-963a-57b7a128de6c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
040defae-0b69-45c5-92f7-561ab01394b1,"#N/A",914be770-fe9b-48cc-a741-b9105eb78cb9,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
041464f1-3dc9-478d-8153-e5b11525df35,"#N/A",9ed416eb-50b6-4def-b8f1-8c0511cc7b41,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
041d28da-ca2e-4341-9f14-b4dae25e6936,"#N/A",2f000b56-035b-4143-a978-786b3e0dc947,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
0425175b-3c3b-410e-b226-3d2800383da1,"#N/A",15344f34-f432-44fe-9875-9d55406b2d0d,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0425b795-b3a5-4613-b95a-da7bb2bcd2ae,"#N/A",aad58119-27ba-4ac6-88a2-f5e1795debf6,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
042687d8-ffbe-41af-b964-840e4f3cc1bd,"#N/A",8ebf1a27-477a-4127-886a-81bf7dd0d072,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
043b61fc-4b24-4530-ade5-da5b9cfdfdba,"#N/A",fc8d7541-aac9-434c-8144-6e399b2442f3,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
045b00b5-7c37-4a58-9aa7-d6749b00ee31,"#N/A",cc6d7135-42bc-42e9-a097-0bd6f68022c2,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0478703a-4025-46e1-8dee-8b68ec1b816a,"#N/A",1a7af62b-f83b-4398-906f-8fcb51181c4f,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
047f07e1-a6a0-4602-9824-a992065cd076,"#N/A",eca4a413-2096-43f1-b787-bd06a5bb9ea3,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
04acc2e5-d2af-414d-9188-fecd7c52d092,"#N/A",97ba0025-c0da-418e-97be-dc2e195bb9cf,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
04bf92a4-2b61-4605-ba05-568a312050e7,"#N/A",0700901a-0020-487e-bf04-c531acc6c420,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
04c198bf-ea8f-4731-ab60-8558a5c91bcb,"#N/A",97a54ac5-9b43-4043-bbaa-5a591698f625,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
04ec1e6b-1897-4d52-b9db-74e55ab9c4af,"#N/A",fc24f636-6754-4210-9c4b-03b775eef6c0,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
04ee1b2f-dc72-421e-9202-9cc33eaada6f,"#N/A",02bc0568-2724-4cff-916f-abc8363efc9a,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05063c54-ebae-4274-84be-f52b3b1bf7a9,"#N/A",6a6ec212-c89f-4d75-b21a-4ff8c4d0e510,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
051efcb5-d12e-41cb-8941-46cc836dec2c,"#N/A",8602fbc9-83ab-406d-92bd-b1979b6915f0,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05304b97-804b-429a-8644-9002eeaa6ca4,"#N/A",1a2a7ead-230c-48a5-871f-7b9489fefae6,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
0535c79d-8138-480f-b630-daf3d8605802,"#N/A",cf5eff72-3df9-41fe-b024-97891cde2ece,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
053ac0e5-441d-4e18-b95a-efa5bd07a2fb,"#N/A",59f933bf-e325-46e5-87af-4faaaf0ab478,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
05405986-4b44-4ec1-bede-f2ebf273e243,"#N/A",51ced5a5-519b-413e-9722-9b86af993c1d,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
054508b7-88ba-447a-a870-df9c44bd6bc2,"#N/A",142fc883-5216-4399-b4d8-73e254bc5d08,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
055ab3b1-d6a9-467a-99b9-0514630347e4,"#N/A",ec9ac2cc-96c4-423d-84a0-8e7d6fcc886f,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
055f0175-f72b-4413-9950-7d95b8cc949c,"#N/A",d15182d8-e9c3-4b80-a13d-cb9ca63eb457,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
0564d675-90b3-436a-8921-e687cb1ce1a3,"#N/A",4ce44131-ec1a-44b1-86fd-bfa6669d690a,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3000.0,300.0,"#N/A"
0570c106-c4fe-4418-a75b-1b0e5463eacc,"#N/A",d91a07ea-13ef-4ea2-bbc1-1d3e40c5a4af,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
059aa839-1533-4759-a258-2bb0d9b460a7,"#N/A",7a524d24-0e2e-44a6-bea4-eb045ac87343,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05a212c6-532c-4d2a-9cff-5ef198c94adc,"#N/A",f713dc0e-778b-49fb-87bc-cd3bf42a165e,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05a6a4c0-dfe7-4f10-9025-db8f88ac225e,"#N/A",7a393f64-9ff5-4cb1-8b7a-cc15a64a7404,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
05ac3a13-8c1b-42ff-b6a0-be97168b8421,"#N/A",49dfd029-51fd-45ed-bac7-0d79f6a2d3a9,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
05aea4cf-5eac-45bc-8ce6-979244293579,"#N/A",ad7c85ff-bc40-48e6-95d0-a1cc7ae75f2f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
05c31ff6-d5da-4576-bf37-29697bd25b79,"#N/A",76021457-5ec7-4947-8a34-66bb8dee0081,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05c59d95-5b66-48f4-998e-646ead05c3a2,"#N/A",4f293a76-66b9-47cb-a472-3c8ac0ad368f,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05dab20d-9975-49c2-9aa0-d027b4a292fb,"#N/A",4eb70e9b-4808-4e0a-9fca-d9c4bbec255a,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
05e78bfa-bead-4dfc-9adc-bf352a43da72,"#N/A",14dc46bd-622f-4081-b7dd-11805f68926b,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05e9953d-3b31-4e27-a7eb-09c6d32f2d7f,"#N/A",0bed9ee1-586e-499f-bb50-c06eb25cfd91,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",500.0,500.0,"#N/A"
06010f06-8961-4378-b89b-bd359966e4ba,"#N/A",435c7236-5986-4cff-b715-9fa03136a76d,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
060e1d04-da56-4fa1-a0b7-3e99f4d309dd,"#N/A",e98ee6b8-d348-43f7-8446-2e6c27bb4e37,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
062d0dc1-f87d-4b8a-adb6-1188a8fb4d8d,"#N/A",adc8e9d1-829f-49e0-bdac-7cf40b4111ff,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
0637423c-46f0-41a1-9eb3-e773a8f6dc83,"#N/A",cfee1921-3f8d-4802-ac84-fb71ea4e38a7,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
0664a8c6-d28f-44fd-b461-03cb52f234e5,"#N/A",69984072-9acb-4950-8209-2659ae53af79,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0675d55a-64f2-487a-8c20-023fff485d6a,"#N/A",58935ca8-3f8d-4f14-95ff-cb4d6012d91d,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
06928563-cc3f-4577-bfe1-0069e98bdd93,"#N/A",47d82ae2-c6d5-482d-abf0-38e98148782d,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
069301b1-a848-418c-8a1a-7c8181df89c2,"#N/A",70c9e663-a3fc-47e5-9cc4-b7077da4bfc9,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
06c81fcc-190e-42d9-99ec-4ec9b19c6886,"#N/A",a358bae8-e81c-40ac-9eac-83c39d54caa8,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
06da5f39-8d71-47ea-9f98-5a304f92cfec,"#N/A",acfd1df8-31f3-410a-8ddb-fe574e5251c1,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
06e796f8-f1cd-4e5c-b4f2-7998c5b314c7,"#N/A",0991ca7c-4171-41ef-87d8-c141d2efcde1,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
06f1b8c1-fc02-4d77-af90-d756cc9d2712,"#N/A",fd049c0e-e9f5-43ca-914a-e62fc7508b6c,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
06fd06a0-525c-456b-b0b8-3ec654989fee,"#N/A",0101446d-e2df-402b-9a91-4f6641dfb199,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
07042836-888e-4164-8691-97fbc1bce3a1,"#N/A",14dc46bd-622f-4081-b7dd-11805f68926b,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
07141cb1-9d23-476c-bd0e-004084b1483a,"#N/A",70c9e663-a3fc-47e5-9cc4-b7077da4bfc9,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
0715ba03-2750-44b4-a622-b9d2b0f790ea,"#N/A",fa2f715d-a4b8-409b-9a7e-65b7661cfbe8,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0721033c-264c-43fc-b3d4-a36679411552,"#N/A",0f35308f-e366-4442-a3db-c70432d8e89c,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
072466cb-81ff-4314-a5f5-d6356c623961,"#N/A",48f3eb26-9747-4555-bcf1-95354642440d,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0741356a-26f4-4d94-947b-edd609685ba5,"#N/A",d60fb63f-be72-43a7-a50e-c0dedeb505fa,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0747c49a-480c-4051-ab3d-feb713b0fee1,"#N/A",d80fcd04-07b5-49b2-8ec3-d6f16941d8b7,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
07700883-1f1f-45b6-a7ef-ac1e63aa5cb4,"#N/A",93c8178e-63c9-4b58-8d76-908a62ea4c02,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
079a74f0-4c65-4bb9-88f6-dc881608e162,"#N/A",86fddb70-8121-47ba-bada-b982146f30e6,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
07cb34e2-43d4-4939-bf03-1e9da0a13a37,"#N/A",f28c70af-481f-43bd-a4fb-32d8ab2f9bf4,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
07dc404d-1427-43f7-9ede-fd4282203bcd,"#N/A",c248fada-1fed-4f2d-b203-6748a2f342b5,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
07f8232f-24a2-4140-8bc8-e84624c88211,"#N/A",5a803702-6d77-422c-8851-b4dfa7608d6b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0807a4f0-5f41-4bc2-9289-b03102245311,"#N/A",02bc0568-2724-4cff-916f-abc8363efc9a,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0809c2de-6dcb-4d73-9951-d6130ac6f5be,"#N/A",9cb3ba9d-c07d-48a2-a820-6e62df8220d3,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
081460ea-d8d0-4754-b277-b2677c6211a3,"#N/A",630cb0bd-1023-465d-a920-58172f1b7473,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
081a3cfe-fe23-406e-966f-81287f982e15,"#N/A",31d9d103-6c61-4ddb-a1b1-15ad3a0d2af3,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0875a2c6-6cc3-4bbf-8b95-dbbcaf040d33,"#N/A",7cf87c4e-4608-4c21-982a-a58dbc07125e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
0880d27b-d7fe-4f5a-82ad-448f1032babc,"#N/A",d02338f2-e1a7-48f9-ac1f-e370e1c0da11,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
08d8d046-2e95-4487-881c-73d14083bd34,"#N/A",d6fd6d8a-1801-46f8-b057-e70fb854831e,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
08ddb479-a2f0-4a1d-9e0b-f7048b4677a8,"#N/A",3807e800-af0b-4692-bcda-a42671f327a4,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
08e27aed-cff7-4950-a874-82998d26add4,"#N/A",480f5098-431e-417e-ad4b-449300d5cb5b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
